pedido_id,data,cliente,cidade,vendedor,categoria,produto,quantidade,valor_unitario,frete,canal,status
90176,2026-04-02,Luciana Gomes Weber,Restinga Sêca,Ivan Bortolotto,Hidráulica,Item 346,3,"R$ 45,43","R$ 44,39",WhatsApp,Cancelado
90177,2026-05-13,Willian Pilla,Restinga Sêca,Ivan Bortolotto,Hidráulica,Item 239,1,"R$ 106,29","R$ 47,37",WhatsApp,Faturado
90178,2026-04-20,Diego Weber,Santa Maria,Cleber Antunes,FERRAMENTAS,Item 167,3,"R$ 101,16","R$ 0,00",Loja física,Cancelado
90179,2026-06-19,Gustavo Lima Santos,Santa Maria,Rosane Pilla,Hidráulica,Item 303,2,"R$ 63,32","R$ 33,26",WhatsApp,Faturado
90180,2026-07-06,Eduardo Feltrin,Júlio de Castilhos,Rosane Pilla,Tintas,Item 193,3,"R$ 184,93","R$ 57,18",WhatsApp,Faturado
90181,2026-06-30,Mariana Kunz,Cachoeira do Sul,Marta Dutra,Tintas,Item 359,1,"R$ 248,71","R$ 52,11",WhatsApp,Faturado
90182,2026-07-10,Willian Beltrame,Restinga Sêca,Marta Dutra,Hidráulica,Item 154,2,"R$ 50,23","R$ 0,00",Loja física,Faturado
90183,2026-06-19,Eduarda Machado,Santa Maria,Rosane Pilla,Elétrica,Item 274,1,"R$ 55,70","R$ 39,04",Site,Faturado
90184,2026-02-06,Douglas Menezes,Santa Maria,Cleber Antunes,Jardinagem,Item 366,6,"R$ 156,21","R$ 0,00",Loja física,Faturado
90185,2026-08-21,Fernanda Beltrame,Restinga Sêca,Cleber Antunes,Tintas,Item 143,2,"R$ 234,79","R$ 0,00",Loja física,Cancelado
90186,2026-04-27,Willian Silva,Júlio de Castilhos,Rosane Pilla,Ferramentas,Item 256,3,"R$ 203,20","R$ 26,41",WhatsApp,Faturado
90187,2026-01-20,Mariana Marques,Restinga Sêca,Cleber Antunes,Jardinagem,Item 215,2,"R$ 93,70","R$ 0,00",Loja física,Faturado
90188,2026-02-24,Nathalia Ferreira,Júlio de Castilhos,Marta Dutra,Ferramentas,Item 375,2,"R$ 196,40","R$ 32,09",WhatsApp,Cancelado
90189,2026-01-15,Willian Rocha,Santa Maria,Rosane Pilla,ELETRICA,Item 124,1,"R$ 94,47","R$ 51,25",Telefone,Faturado
90190,2026-01-08,Andre Silva,Júlio de Castilhos,Marta Dutra,TINTAS ,Item 244,3,"R$ 159,75","R$ 0,00",Loja física,Faturado
90191,2026-07-31,Cristiane Pilla Oliveira,Santa Maria,Cleber Antunes,Construção,Item 142,0,"R$ 250,45","R$ 63,48",Site,Faturado
90192,2026-02-25,Bianca Pilla Rocha,Santa Maria,Cleber Antunes,Jardinagem,Item 326,1,"R$ 152,86","R$ 0,00",Loja física,Faturado
90193,2026-02-25,Daniela Barcellos,Santa Maria,Rosane Pilla,Ferramentas,Item 229,5,"R$ 233,48","R$ 0,00",Loja física,Faturado
90194,2026-02-27,Cesar Dutra,Santa Maria,Ivan Bortolotto,Ferramentas,Item 270,1,"R$ 140,60","R$ 40,62",WhatsApp,Cancelado
90195,2026-01-06,Joao Rocha,Restinga Sêca,Sergio Weber,ELETRICA,Item 306,4,"R$ 74,41","R$ 0,00",Loja física,Faturado
90196,2026-03-26,Andre Moraes,Santa Maria,Ivan Bortolotto,Elétrica,Item 269,2,"R$ 92,18","R$ 51,46",Telefone,Faturado
90197,2026-06-04,Jonas Fontoura Brum,Cachoeira do Sul,Sergio Weber,Jardinagem,Item 243,-1,"R$ 62,69","R$ 55,43",Telefone,Faturado
90198,2026-01-15,Tatiane Bortolotto,Santa Maria,Sergio Weber,TINTAS,Item 125,7,"R$ 223,49","R$ 33,19",Site,Faturado
90199,2026-08-21,Gabriela Carvalho,Santa Maria,Rosane Pilla,FERRAMENTAS,Item 129,3,"R$ 92,29","R$ 0,00",Loja física,Faturado
90200,2026-07-15,Aline Gomes,Santa Maria,Marta Dutra,Ferramentas,Item 152,1,"R$ 158,59","R$ 0,00",Loja física,Faturado
90201,2026-01-07,Jessica Sartori,São Sepé,Rosane Pilla,Jardinagem,Item 349,3,"R$ 68,54","R$ 0,00",Loja física,Faturado
90202,2026-06-12,Adriana Moraes,Santa Maria,Sergio Weber,Tintas,Item 200,999,"R$ 153,08","R$ 19,92",Site,Faturado
90203,2026-08-26,Carla Beltrame,Restinga Sêca,Ivan Bortolotto,Construção,Item 362,4,"R$ 215,11","R$ 64,95",Site,Faturado
90204,2026-04-28,Leticia Zanella Costa,Santa Maria,Ivan Bortolotto,Tintas,Item 215,6,"R$ 290,53","R$ 51,44",WhatsApp,Faturado
90205,2026-05-05,Felipe Vargas,Cachoeira do Sul,Ivan Bortolotto,Hidráulica,Item 214,1,"R$ 94,51","R$ 39,56",WhatsApp,Cancelado
90206,2026-06-15,Thiago Schneider,Restinga Sêca,Marta Dutra,Elétrica,Item 301,3,"R$ 61,53","R$ 0,00",Loja física,Faturado
90207,2026-07-15,Rodrigo Pilla,Santa Maria,Rosane Pilla,Elétrica,Item 213,2,"R$ 89,14","R$ 47,56",WhatsApp,Faturado
90208,2026-08-25,Renata Dutra Rodrigues,Restinga Sêca,Ivan Bortolotto,Hidráulica,Item 102,1,"R$ 84,84","R$ 37,17",Telefone,Faturado
90209,2026-01-02,Diego Ribeiro,Santa Maria,Cleber Antunes,Construção,Item 161,2,"R$ 145,39","R$ 45,39",WhatsApp,Faturado
90210,2026-03-31,Cristiane Barcellos Almeida,São Sepé,Marta Dutra,ELETRICA,Item 218,4,"R$ 43,58","R$ 56,82",WhatsApp,Faturado
90211,2026-07-02,Renata Pilla Pilla,São Sepé,Sergio Weber,Ferramentas,Item 290,4,"R$ 202,11","R$ 64,59",Site,Faturado
90212,2026-01-05,Leonardo Gomes,São Sepé,Rosane Pilla,Hidráulica,Item 233,4,"R$ 121,09","R$ 48,06",WhatsApp,Faturado
90213,2026-07-23,Luciana Beltrame Brum,Restinga Sêca,Cleber Antunes,Elétrica,Item 338,1,"R$ 101,79","R$ 42,97",Site,Faturado
90214,2026-08-04,Gabriela Marques,Santa Maria,Sergio Weber,Elétrica,Item 152,3,"R$ 66,14","R$ 0,00",Loja física,Faturado
90215,2026-07-02,Rafael Vargas Rodrigues,Cachoeira do Sul,Cleber Antunes,CONSTRUCAO,Item 274,1,"R$ 187,98","R$ 35,31",Telefone,Faturado
90216,2026-04-02,Leonardo Costa Almeida,Cachoeira do Sul,Ivan Bortolotto,Ferramentas,Item 379,1,"R$ 110,23","R$ 50,58",WhatsApp,Faturado
90217,2026-03-13,Adriana Pereira,Santa Maria,Marta Dutra,TINTAS,Item 144,1,"R$ 121,72","R$ 0,00",Loja física,Faturado
90218,2026-05-12,Patricia Marques,São Sepé,Marta Dutra,JARDINAGEM,Item 187,1,"R$ 146,64","R$ 39,09",WhatsApp,Faturado
90219,2026-05-29,Rafael Rocha,São Sepé,Rosane Pilla,Jardinagem,Item 262,2,"R$ 108,08","R$ 62,98",WhatsApp,Faturado
90220,2026-07-31,Juliana Santos,Júlio de Castilhos,Sergio Weber,Hidráulica,Item 195,1,"R$ 79,89","R$ 19,57",WhatsApp,Faturado
90221,2026-05-15,Bruna Zanella,Santa Maria,Cleber Antunes,FERRAMENTAS,Item 340,999,"R$ 179,71","R$ 0,00",Loja física,Faturado
90222,2026-05-25,Cristiane Feltrin,Santa Maria,Marta Dutra,Ferramentas ,Item 333,2,"R$ 101,59","R$ 54,13",Site,Faturado
90223,2026-05-29,Gustavo Barcellos Silva,São Sepé,Cleber Antunes,ELETRICA,Item 212,1,"R$ 88,47","R$ 0,00",Loja física,Faturado
90224,2026-05-21,Elisa Beltrame,Restinga Sêca,Rosane Pilla,Jardinagem,Item 337,3,"R$ 111,94","R$ 0,00",Loja física,Faturado
90225,2026-01-27,Sabrina Kunz,São Sepé,Sergio Weber,Ferramentas,Item 260,5,"R$ 96,52","R$ 41,69",Site,Faturado
90226,2026-03-03,Pedro Zanella,São Sepé,Cleber Antunes,Elétrica,Item 196,4,"R$ 52,83","R$ 0,00",Loja física,Faturado
90227,2026-07-01,Marcos Feltrin,Santa Maria,Marta Dutra,Jardinagem,Item 246,3,"R$ 55,54","R$ 0,00",Loja física,Faturado
90228,2026-04-16,Larissa Barcellos Lima,Restinga Sêca,Sergio Weber,Ferramentas,Item 367,5,"R$ 213,40","R$ 0,00",Loja física,Faturado
90229,2026-05-19,Sabrina Goulart Lima,Santa Maria,Cleber Antunes,Jardinagem,Item 182,5,"R$ 55,96","R$ 36,93",Telefone,Faturado
90230,2026-06-12,Eduarda Barcellos,São Sepé,Rosane Pilla,Tintas,Item 238,5,"R$ 246,63","R$ 0,00",Loja física,Cancelado
90231,2026-02-13,Joao Carvalho,Cachoeira do Sul,Rosane Pilla,ELETRICA ,Item 288,1,"R$ 111,98","R$ 64,96",Telefone,Faturado
90232,2026-05-29,Elisa Carvalho,Restinga Sêca,Marta Dutra,FERRAMENTAS,Item 263,1,"R$ 117,15","R$ 0,00",Loja física,Faturado
90233,2026-02-24,Thiago Rossi Machado,Santa Maria,Rosane Pilla,Jardinagem,Item 209,4,"R$ 87,15","R$ 37,82",Site,Faturado
90234,2026-08-17,Adriana Nunes,São Sepé,Cleber Antunes,Hidráulica,Item 110,5,"R$ 57,05","R$ 56,74",Site,Faturado
90235,2026-01-21,Rafael Dutra Barcellos,São Sepé,Cleber Antunes,Elétrica,Item 181,3,"R$ 61,63","R$ 0,00",Loja física,Faturado
90236,2026-07-27,Tatiane Rossi,Júlio de Castilhos,Sergio Weber,Elétrica,Item 306,1,"R$ 90,21","R$ 50,42",WhatsApp,Faturado
90237,2026-03-30,Otavio Machado,Júlio de Castilhos,Rosane Pilla,Ferramentas,Item 111,2,"R$ 160,82","R$ 38,93",Telefone,Faturado
90238,2026-02-16,Maria Schneider,São Sepé,Marta Dutra,Tintas,Item 366,4,"R$ 188,64","R$ 52,17",Telefone,Faturado
90239,2026-07-31,Adriana Trindade Brum,Cachoeira do Sul,Rosane Pilla,Construção,Item 371,1,"R$ 245,75","R$ 0,00",Loja física,Faturado
90240,2026-05-29,Nathalia Weber Bortolotto,São Sepé,Sergio Weber,Tintas,Item 236,3,"R$ 201,49","R$ 0,00",Loja física,Faturado
90241,2026-03-11,Bianca Martins,São Sepé,Rosane Pilla,Jardinagem,Item 312,2,"R$ 94,77","R$ 0,00",Loja física,Faturado
90242,2026-04-14,Willian Pereira,Cachoeira do Sul,Cleber Antunes,Construção,Item 376,1,"R$ 142,96","R$ 0,00",Loja física,Cancelado
90243,2026-02-18,Vanessa Silva,Santa Maria,Sergio Weber,Elétrica,Item 288,2,"R$ 63,67","R$ 0,00",Loja física,Faturado
90244,2026-08-24,Felipe Costa,Cachoeira do Sul,Rosane Pilla,Hidráulica,Item 367,1,"R$ 58,03","R$ 0,00",Loja física,Faturado
90245,2026-06-23,Nathalia Zanella Schneider,Santa Maria,Rosane Pilla,Construção,Item 323,4,"R$ 183,62","R$ 44,65",Site,Faturado
90246,2026-02-03,Nathalia Ribeiro,Cachoeira do Sul,Cleber Antunes,TINTAS,Item 301,1,"R$ 271,88","R$ 53,69",Site,Faturado
90247,2026-04-29,Carla Ferreira Vargas,Santa Maria,Sergio Weber,Ferramentas,Item 137,1,"R$ 99.999,00","R$ 0,00",Loja física,Faturado
90248,2026-05-26,Sabrina Moraes Sartori,Santa Maria,Rosane Pilla,Jardinagem,Item 200,1,"R$ 126,29","R$ 0,00",Loja física,Faturado
90249,2026-01-15,Eduarda Barcellos,Restinga Sêca,Ivan Bortolotto,Elétrica,Item 104,2,"R$ 105,91","R$ 0,00",Loja física,Faturado
90250,2026-07-21,Douglas Machado,Santa Maria,Cleber Antunes,Jardinagem,Item 118,5,"R$ 153,85","R$ 0,00",Loja física,Faturado
90251,2026-03-04,Cristiane Moraes,Restinga Sêca,Ivan Bortolotto,Ferramentas,Item 300,5,"R$ 165,33","R$ 29,86",Telefone,Faturado
90252,2026-06-11,Rafael Pereira Rodrigues,Santa Maria,Ivan Bortolotto,Hidráulica,Item 193,1,"R$ 45,61","R$ 0,00",Loja física,Faturado
90253,2026-05-13,Larissa Trindade,Santa Maria,Rosane Pilla,Ferramentas,Item 192,2,"R$ 230,17","R$ 52,78",Telefone,Faturado
90254,2026-02-02,Eduarda Weber,São Sepé,Rosane Pilla,Hidráulica,Item 132,-1,"R$ 46,40","R$ 37,03",WhatsApp,Faturado
90255,2026-06-18,Aline Machado Weber,Santa Maria,Sergio Weber,Jardinagem,Item 184,1,"R$ 69,10","R$ 36,73",WhatsApp,Faturado
90256,2026-02-04,Maicon Martins,São Sepé,Marta Dutra,TINTAS,Item 349,2,"R$ 303,83","R$ 61,83",WhatsApp,Faturado
90257,2026-03-17,Fernanda Trindade,Santa Maria,Ivan Bortolotto,Elétrica,Item 330,3,"R$ 103,20","R$ 0,00",Loja física,Faturado
90258,2026-02-26,Vinicius Costa,Santa Maria,Sergio Weber,Hidráulica,Item 336,1,"R$ 62,77","R$ 0,00",Loja física,Faturado
90259,2026-03-09,Nathalia Carvalho,Cachoeira do Sul,Cleber Antunes,Hidráulica,Item 375,5,"R$ 121,49","R$ 0,00",Loja física,Faturado
90260,2026-04-02,Cesar Zanella Trindade,Santa Maria,Cleber Antunes,Hidráulica,Item 151,2,"R$ 98,02","R$ 57,50",Site,Faturado
90261,2026-07-14,Cristiane Gomes Pilla,Santa Maria,Cleber Antunes,Ferramentas,Item 112,1,"R$ 102,38","R$ 0,00",Loja física,Faturado
90262,2026-06-10,Tatiane Rodrigues Bueno,Cachoeira do Sul,Cleber Antunes,Ferramentas,Item 268,4,"R$ 162,72","R$ 0,00",Loja física,Faturado
90263,2026-02-09,Fabio Menezes Marques,Cachoeira do Sul,Ivan Bortolotto,Jardinagem,Item 235,2,"R$ 116,12","R$ 53,79",Telefone,Faturado
90264,2026-01-05,Matheus Pereira,Júlio de Castilhos,Rosane Pilla,JARDINAGEM ,Item 167,6,"R$ 145,43","R$ 0,00",Loja física,Faturado
90265,2026-03-31,Eduardo Barcellos Fontoura,São Sepé,Cleber Antunes,Jardinagem,Item 152,1,"R$ 145,22","R$ 0,00",Loja física,Faturado
90266,2026-04-09,Felipe Souza Ferreira,Restinga Sêca,Cleber Antunes,Ferramentas,Item 119,5,"R$ 87,53","R$ 0,00",Loja física,Faturado
90267,2026-04-24,Alexandre Marques Nunes,Restinga Sêca,Rosane Pilla,FERRAMENTAS,Item 346,5,"R$ 149,71","R$ 55,04",Telefone,Faturado
90268,2026-03-12,Otavio Feltrin,Santa Maria,Sergio Weber,Tintas,Item 101,1,"R$ 120,66","R$ 53,46",WhatsApp,Faturado
90269,2026-04-08,Matheus Fontoura Bortolotto,São Sepé,Cleber Antunes,Elétrica,Item 250,5,"R$ 65,83","R$ 0,00",Loja física,Cancelado
90270,2026-04-28,Vanessa Ribeiro,Santa Maria,Cleber Antunes,HIDRAULICA,Item 377,2,"R$ 109,83","R$ 0,00",Loja física,Faturado
90271,2026-08-05,Jessica Cardoso,Santa Maria,Sergio Weber,Ferramentas,Item 360,2,"R$ 117,38","R$ 0,00",Loja física,Faturado
90272,2026-01-02,Rosane Vargas,Santa Maria,Sergio Weber,Hidráulica,Item 157,4,"R$ 113,99","R$ 49,29",WhatsApp,Faturado
90273,2026-02-19,Aline Moraes Rossi,Cachoeira do Sul,Marta Dutra,Jardinagem,Item 275,999,"R$ 122,86","R$ 0,00",Loja física,Faturado
90274,2026-01-07,Bruna Rossi Feltrin,Santa Maria,Rosane Pilla,HIDRAULICA,Item 242,1,"R$ 69,66","R$ 0,00",Loja física,Faturado
90275,2026-06-22,Fabio Barcellos,São Sepé,Ivan Bortolotto,Elétrica,Item 181,5,"R$ 114,43","R$ 59,59",WhatsApp,Faturado
90276,2026-08-18,Cesar Silva,Cachoeira do Sul,Cleber Antunes,ELETRICA,Item 285,4,"R$ 69,94","R$ 0,00",Loja física,Faturado
90277,2026-02-18,Alexandre Cardoso,Santa Maria,Sergio Weber,Construção,Item 131,6,"R$ 245,62","R$ 41,23",Site,Faturado
90278,2026-03-30,Leticia Rocha,Cachoeira do Sul,Marta Dutra,Elétrica,Item 167,1,"R$ 91,43","R$ 0,00",Loja física,Faturado
90279,2026-04-09,Patricia Zanella,São Sepé,Marta Dutra,Construção,Item 219,2,"R$ 389,12","R$ 42,48",WhatsApp,Faturado
90280,2026-04-27,Juliana Zanella Rocha,São Sepé,Ivan Bortolotto,HIDRAULICA,Item 207,0,"R$ 79,94","R$ 0,00",Loja física,Faturado
90281,2026-06-19,Priscila Goulart,Santa Maria,Cleber Antunes,Ferramentas,Item 292,2,"R$ 99.999,00","R$ 0,00",Loja física,Faturado
90282,2026-01-13,Maria Almeida,Restinga Sêca,Marta Dutra,Ferramentas ,Item 168,5,a combinar,"R$ 0,00",Loja física,Faturado
90283,2026-08-05,Aline Rossi,Santa Maria,Cleber Antunes,Jardinagem,Item 251,3,"R$ 72,79","R$ 62,78",Telefone,Faturado
90284,2026-07-16,Pedro Pereira,Cachoeira do Sul,Rosane Pilla,Tintas,Item 354,4,"R$ 316,59","R$ 0,00",Loja física,Faturado
90285,2026-02-23,Larissa Lima,Cachoeira do Sul,Sergio Weber,Ferramentas,Item 208,1,"R$ 173,72","R$ 47,95",Site,Faturado
90286,2026-08-18,Daniela Fontoura Kunz,Cachoeira do Sul,Rosane Pilla,TINTAS,Item 249,4,"R$ 293,35","R$ 48,24",WhatsApp,Faturado
90287,2026-06-04,Fabio Dutra,São Sepé,Sergio Weber,Ferramentas,Item 193,1,"R$ 220,07","R$ 63,20",WhatsApp,Faturado
90288,2026-06-03,Aline Barcellos Pilla,Santa Maria,Marta Dutra,Construção,Item 106,4,"R$ 198,62","R$ 33,28",Telefone,Faturado
90289,2026-03-17,Gabriela Schneider,Santa Maria,Rosane Pilla,Jardinagem,Item 144,3,"R$ 147,12","R$ 0,00",Loja física,Faturado
90290,2026-02-17,Leonardo Almeida Beltrame,Santa Maria,Ivan Bortolotto,Hidráulica,Item 245,3,"R$ 108,60","R$ 0,00",Loja física,Faturado
90291,2026-03-23,Priscila Silva,Santa Maria,Cleber Antunes,Ferramentas,Item 332,3,"R$ 144,91","R$ 0,00",Loja física,Faturado
90292,2026-05-04,Cristiane Santos Nunes,Santa Maria,Sergio Weber,Jardinagem,Item 365,2,"R$ 152,75","R$ 33,79",Site,Faturado
90293,2026-05-20,Thiago Martins Moraes,Júlio de Castilhos,Ivan Bortolotto,JARDINAGEM,Item 340,1,"R$ 96,94","R$ 0,00",Loja física,Cancelado
90294,2026-02-20,Amanda Beltrame,Restinga Sêca,Ivan Bortolotto,Tintas,Item 194,2,"R$ 167,73","R$ 43,58",Telefone,Faturado
90295,2026-08-12,Elisa Vargas,Santa Maria,Ivan Bortolotto,Hidráulica,Item 259,1,"R$ 114,07","R$ 45,00",Telefone,Faturado
90296,2026-02-04,Fernanda Pilla Costa,Santa Maria,Cleber Antunes,Ferramentas,Item 348,2,"R$ 199,96","R$ 30,00",Telefone,Cancelado
90297,2026-01-13,Everton Dutra,Santa Maria,Rosane Pilla,ELETRICA,Item 243,1,"R$ 83,12","R$ 37,72",WhatsApp,Faturado
90298,2026-08-14,Sergio Ferreira,Santa Maria,Marta Dutra,Hidráulica,Item 127,5,"R$ 80,56","R$ 0,00",Loja física,Faturado
90299,2026-08-26,Gustavo Rocha Pereira,Santa Maria,Cleber Antunes,Jardinagem,Item 170,3,"R$ 57,36","R$ 35,90",WhatsApp,Cancelado
90300,2026-04-10,Douglas Nunes Bueno,Cachoeira do Sul,Cleber Antunes,Ferramentas,Item 212,1,"R$ 157,71","R$ 0,00",Loja física,Faturado
90301,2026-03-20,Mariana Cardoso Dutra,Santa Maria,Rosane Pilla,HIDRAULICA,Item 320,1,"R$ 76,84","R$ 30,79",WhatsApp,Faturado
90302,2026-04-21,Nelson Santos Fagundes,Santa Maria,Cleber Antunes,Jardinagem,Item 110,2,"R$ 138,99","R$ 0,00",Loja física,Faturado
90303,2026-08-18,Cesar Rossi Fagundes,Santa Maria,Marta Dutra,Hidráulica,Item 210,1,"R$ 121,09","R$ 0,00",Loja física,Cancelado
90304,2026-04-01,Ana Bueno,Júlio de Castilhos,Rosane Pilla,Elétrica,Item 226,4,"R$ 70,38","R$ 0,00",Loja física,Faturado
90305,2026-05-12,Paulo Souza,Santa Maria,Cleber Antunes,Jardinagem,Item 103,1,"R$ 99,15","R$ 0,00",Loja física,Faturado
90306,2026-02-19,Joao Carvalho,Santa Maria,Marta Dutra,Elétrica,Item 264,2,"R$ 58,46","R$ 24,18",WhatsApp,Faturado
90307,2026-03-03,Vinicius Ferreira,Santa Maria,Rosane Pilla,Ferramentas,Item 316,3,"R$ 94,92","R$ 21,92",WhatsApp,Faturado
90308,2026-02-10,Bianca Gomes,Cachoeira do Sul,Cleber Antunes,Tintas,Item 248,1,"R$ 221,35","R$ 0,00",Loja física,Faturado
90309,2026-03-12,Cesar Vargas,Cachoeira do Sul,Rosane Pilla,Construção,Item 134,-1,"R$ 391,39","R$ 48,42",WhatsApp,Faturado
90310,2026-08-12,Elisa Costa,Cachoeira do Sul,Rosane Pilla,JARDINAGEM,Item 301,8,"R$ 95,82","R$ 49,10",WhatsApp,Faturado
90311,2026-03-27,Diego Dutra,Santa Maria,Rosane Pilla,Tintas,Item 331,7,"R$ 292,16","R$ 0,00",Loja física,Faturado
90312,2026-06-12,Willian Goulart,Restinga Sêca,Sergio Weber,ELETRICA,Item 376,4,"R$ 107,35","R$ 0,00",Loja física,Faturado
90313,2026-01-29,Eduardo Barcellos Kunz,Santa Maria,Rosane Pilla,Jardinagem,Item 349,3,"R$ 55,78","R$ 50,01",Telefone,Cancelado
90314,2026-01-16,Ana Bortolotto Goulart,Cachoeira do Sul,Marta Dutra,Ferramentas,Item 244,2,"R$ 219,76","R$ 31,37",WhatsApp,Cancelado
90315,2026-05-26,Felipe Nunes,Santa Maria,Sergio Weber,Elétrica,Item 127,5,"R$ 99,04","R$ 19,49",Telefone,Faturado
90316,2026-05-11,Jessica Machado,Restinga Sêca,Marta Dutra,CONSTRUCAO,Item 318,2,"R$ 190,19","R$ 41,41",WhatsApp,Faturado
90317,2026-02-26,Bianca Martins Goulart,São Sepé,Ivan Bortolotto,ELETRICA,Item 254,1,"R$ 45,62","R$ 41,92",Site,Faturado
90318,2026-08-03,Bianca Carvalho,Santa Maria,Rosane Pilla,Hidráulica ,Item 378,0,"R$ 48,40","R$ 24,95",Telefone,Faturado
90319,2026-08-24,Carla Weber,Restinga Sêca,Cleber Antunes,FERRAMENTAS,Item 110,2,"R$ 201,45","R$ 0,00",Loja física,Faturado
90320,2026-03-11,Mariana Almeida Moraes,Júlio de Castilhos,Sergio Weber,Elétrica,Item 275,9,"R$ 73,96","R$ 0,00",Loja física,Faturado
90321,2026-07-13,Adriana Rossi,Santa Maria,Rosane Pilla,TINTAS,Item 318,1,"R$ 223,48","R$ 61,08",Telefone,Faturado
90322,2026-05-28,Douglas Vargas,Restinga Sêca,Marta Dutra,HIDRAULICA,Item 148,1,"R$ 91,54","R$ 0,00",Loja física,Cancelado
90323,2026-07-21,Mariana Dutra Kunz,São Sepé,Ivan Bortolotto,HIDRAULICA,Item 105,2,"R$ 116,04","R$ 48,97",WhatsApp,Faturado
90324,2026-05-19,Maicon Dutra Beltrame,Santa Maria,Marta Dutra,CONSTRUCAO,Item 368,2,"R$ 273,93","R$ 42,37",WhatsApp,Faturado
90325,2026-07-09,Juliana Fagundes,Cachoeira do Sul,Cleber Antunes,Tintas,Item 235,2,"R$ 307,64","R$ 29,32",Site,Cancelado
90326,2026-06-11,Marcos Feltrin,Júlio de Castilhos,Sergio Weber,CONSTRUCAO,Item 174,3,"R$ 284,70","R$ 62,70",WhatsApp,Faturado
90327,2026-01-16,Alexandre Bortolotto,Restinga Sêca,Marta Dutra,Hidráulica,Item 366,1,"R$ 76,75","R$ 0,00",Loja física,Faturado
90328,2026-05-06,Priscila Almeida Weber,São Sepé,Sergio Weber,JARDINAGEM,Item 333,5,"R$ 76,67","R$ 59,40",WhatsApp,Faturado
90329,2026-06-26,Eduarda Moraes Fontoura,Santa Maria,Marta Dutra,Elétrica,Item 159,3,"R$ 54,37","R$ 57,21",Site,Faturado
90330,2026-03-09,Jessica Ribeiro Kunz,Santa Maria,Cleber Antunes,Jardinagem,Item 222,1,"R$ 116,54","R$ 30,60",WhatsApp,Faturado
90331,2026-08-24,Maria Pereira Sartori,Santa Maria,Sergio Weber,HIDRAULICA,Item 314,2,"R$ 84,06","R$ 0,00",Loja física,Faturado
90332,2026-03-02,Carla Fontoura,Santa Maria,Sergio Weber,HIDRAULICA,Item 201,2,"R$ 47,62","R$ 34,85",Telefone,Cancelado
90333,2026-07-29,Rosane Sartori,Júlio de Castilhos,Marta Dutra,Hidráulica,Item 339,4,"R$ 120,92","R$ 0,00",Loja física,Faturado
90334,2026-02-18,Elisa Feltrin,Santa Maria,Cleber Antunes,CONSTRUCAO,Item 263,999,"R$ 145,49","R$ 0,00",Loja física,Faturado
90335,2026-06-19,Matheus Marques,Restinga Sêca,Ivan Bortolotto,Hidráulica,Item 320,1,"R$ 86,45","R$ 0,00",Loja física,Faturado
90336,2026-01-14,Marcos Pereira,Santa Maria,Cleber Antunes,HIDRAULICA,Item 163,1,"R$ 92,22","R$ 0,00",Loja física,Faturado
90337,2026-05-20,Ricardo Machado,Cachoeira do Sul,Cleber Antunes,FERRAMENTAS,Item 206,5,"R$ 137,18","R$ 0,00",Loja física,Faturado
90338,2026-08-04,Nelson Barcellos,São Sepé,Cleber Antunes,Elétrica,Item 377,3,"R$ 70,73","R$ 35,59",Site,Faturado
90339,2026-03-30,Otavio Kunz,Santa Maria,Cleber Antunes,Elétrica,Item 199,3,"R$ 61,34","R$ 22,47",Telefone,Faturado
90340,2026-05-27,Paulo Nunes,Santa Maria,Sergio Weber,Elétrica,Item 238,2,"R$ 75,46","R$ 63,56",WhatsApp,Faturado
90341,2026-06-26,Thiago Dutra Rodrigues,Restinga Sêca,Cleber Antunes,Construção,Item 324,4,"R$ 163,12","R$ 0,00",Loja física,Faturado
90342,2026-02-05,Adriana Machado,Cachoeira do Sul,Cleber Antunes,Elétrica,Item 121,3,"R$ 89,95","R$ 0,00",Loja física,Faturado
90343,2026-02-04,Leonardo Cardoso Sartori,Cachoeira do Sul,Cleber Antunes,Hidráulica,Item 167,1,"R$ 117,80","R$ 0,00",Loja física,Faturado
90344,2026-08-07,Renata Sartori Brum,São Sepé,Cleber Antunes,Ferramentas,Item 353,1,"R$ 141,08","R$ 34,55",WhatsApp,Faturado
90345,2026-01-23,Leonardo Vargas Oliveira,São Sepé,Sergio Weber,Ferramentas,Item 314,1,"R$ 227,08","R$ 41,57",Site,Faturado
90346,2026-04-28,Everton Fontoura,Santa Maria,Sergio Weber,Construção,Item 373,3,"R$ 236,77","R$ 19,76",Site,Faturado
90347,2026-03-26,Rodrigo Beltrame,São Sepé,Cleber Antunes,Tintas,Item 236,1,"R$ 272,60","R$ 0,00",Loja física,Faturado
90348,2026-01-15,Pedro Kunz,Santa Maria,Ivan Bortolotto,Hidráulica,Item 346,7,"R$ 102,38","R$ 32,74",Site,Faturado
90349,2026-03-31,Maria Bueno Machado,São Sepé,Marta Dutra,Elétrica,Item 288,2,"R$ 101,97","R$ 18,88",WhatsApp,Faturado
90350,2026-07-23,Joao Rocha,Santa Maria,Marta Dutra,JARDINAGEM,Item 187,3,"R$ 108,93","R$ 0,00",Loja física,Faturado
90351,2026-06-17,Mariana Pilla,Restinga Sêca,Rosane Pilla,Construção,Item 269,1,"R$ 358,78","R$ 0,00",Loja física,Faturado
